policy_id,period,region,country,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,ceded_premium,commission,retention,treaty_type,currency,underwriter,claim_status,cause_of_loss,settlement_date,reserve,broker,gwp_usd,nep_usd,claims_paid_usd,continent
POL-2005-004503-89A3,2005-07-09,Latin America,Peru,Property,82908.22,26833.5,19365.74,0.7217,0.9571,Continental Ltd of Peru,High,1165109.78,0.071159,43868.44,8454.54,4877.5,Quota Share,CAD,Connor West,Open,Mortality,,25033.28,Brown & Brown,82908.22,26833.5,19365.74,South America
POL-2022-004504-84ED,2022-01-25,Europe,Norway,Health,230624.91,131389.0,90592.72,0.6895,0.9529,Apex Re of Norway,Medium,3378961.6,0.068253,86950.84,9179.91,3323074.24,Facultative,GBP,Justin Baker,Closed,Liability Claim,2024-07-05,0.0,Marsh,230624.91,131389.0,90592.72,Europe
POL-2016-004505-0264,2016-08-01,Europe,Portugal,Life,546354.81,139535.4,111195.76,0.7969,1.078,Pacific Corp of Portugal,High,23211797.32,0.023538,370383.9,80522.13,2840481.0,Quota Share,EUR,Richard Aguirre,In Litigation,Medical Expense,,148927.09,Aon,546354.81,139535.4,111195.76,Europe
POL-2008-004506-FC29,2008-06-08,Europe,Spain,Energy,2658993.63,2164776.32,0.0,,,Taylor-Barry,Catastrophic,48632761.83,0.054675,340893.21,70881.45,2505460.68,Excess of Loss,USD,Jordan Henderson,,,,0.0,Brown & Brown,2658993.63,2164776.32,0.0,Europe
POL-2021-004507-E32C,2021-03-27,Africa & Middle East,Nigeria,Motor,154777.29,79576.35,0.0,,,Royal PLC of Nigeria,Medium,2007404.45,0.077103,29142.43,6227.26,2411198.08,Surplus,USD,Eric Carney,,,,0.0,Lockton,154777.29,79576.35,0.0,Other
POL-2025-004508-BC1E,2025-02-28,Asia Pacific,Indonesia,Cyber,1032859.06,643781.22,0.0,,,Pacific Group  Indonesia,Catastrophic,16546975.94,0.06242,108771.58,19924.94,39200.56,Facultative,GBP,Lisa Barnes,,,,0.0,Amwins,1032859.06,643781.22,0.0,Asia
POL-2020-004509-54A1,2020-04-21,Asia Pacific,Thailand,Political Risk,89732.31,28863.81,0.0,,,Global Mutual  Thailand,Catastrophic,1374395.85,0.065289,60469.53,13307.52,5850.13,Stop Loss,CNY,Angie Henderson,,,,0.0,Local Broker Partners,89732.31,28863.81,0.0,Asia
POL-2022-004510-6675,2022-04-29,Europe,Russia,Life,91945.84,55821.56,45773.68,0.82,1.0951,"Holmes, Le and Floyd",Catastrophic,3418279.27,0.026898,1564.32,191.47,20477.24,Aggregate XL,USD,Amy Silva,Denied,Liability Claim,,0.0,Local Broker Partners,91945.84,55821.56,45773.68,Europe
POL-2018-004511-E9ED,2018-06-27,North America,United States,Casualty,1155624.31,309984.65,202512.97,0.6533,0.8507,King-Garrison,Low,25263564.5,0.045743,740165.21,117507.74,48194.84,Facultative,USD,Lisa Jackson,Settled,Cyber Attack,2019-11-28,0.0,Amwins,1155624.31,309984.65,202512.97,North America
POL-2022-004512-3E55,2022-04-04,Asia Pacific,New Zealand,Political Risk,100624.22,26656.1,0.0,,,Ross Ltd,Catastrophic,1259444.37,0.079896,65850.19,15787.07,9137.06,Excess of Loss,INR,Fred Smith,,,,0.0,Independent Agents,100624.22,26656.1,0.0,Asia
POL-2015-004513-3D6C,2015-06-10,North America,Canada,Life,117507.34,69806.15,65471.19,0.9379,1.1896,Brown LLC,Specialty,3299238.46,0.035617,19247.29,2165.69,4280.04,Surplus,CAD,Ethan Adams,Pending,Flood,,96125.42,Marsh,117507.34,69806.15,65471.19,North America
POL-2014-004514-5625,2014-03-01,Europe,Greece,Agriculture,268360.52,156407.58,136966.12,0.8757,1.2126,Combs-Davis,Medium,8759499.99,0.030637,102659.63,8814.32,30740.86,Excess of Loss,USD,Elizabeth Fowler,In Litigation,Mortality,,52253.03,CRC Group,268360.52,156407.58,136966.12,Europe
POL-2024-004515-D949,2024-10-28,Latin America,Chile,Casualty,42055.55,25449.17,0.0,,,"Cook, Ward and Castro",High,600119.31,0.070079,10579.17,2567.25,392808.07,Quota Share,USD,Amy Silva,,,,0.0,Gallagher,42055.55,25449.17,0.0,South America
POL-2007-004516-BAF9,2007-09-28,Asia Pacific,Malaysia,Life,144709.81,118417.27,124148.67,1.0484,1.3767,Pacific Group  Malaysia,Low,2182208.71,0.066313,25029.8,2052.26,4552168.19,Aggregate XL,JPY,Brittany Farmer,In Litigation,Machinery Breakdown,,141263.3,Brown & Brown,144709.81,118417.27,124148.67,Asia
POL-2013-004517-6302,2013-07-12,Asia Pacific,Indonesia,Credit,257636.26,193618.63,201344.01,1.0399,1.3203,Continental Assurance  Indonesia,Medium,4823635.34,0.053411,48393.16,4686.55,26926.76,Aggregate XL,CNY,Sarah Moore,Settled,Crop Failure,2015-10-10,0.0,Aon,257636.26,193618.63,201344.01,Asia
POL-2012-004518-8BCD,2012-02-16,Africa & Middle East,Turkey,Cyber,325840.45,96579.61,61656.42,0.6384,0.9157,Cooper-Jenkins,Low,13788457.68,0.023631,220368.82,23379.89,74423.32,Excess of Loss,GBP,Steve Sanchez,In Litigation,Political Violence,,62207.8,Independent Agents,325840.45,96579.61,61656.42,Other
POL-2005-004519-0650,2005-03-04,Latin America,Chile,Agriculture,32124.93,26731.81,24186.94,0.9048,1.1038,Pacific Mutual of Chile,High,502511.43,0.063929,3312.9,370.37,1629.34,Facultative,JPY,Michael Lewis,Settled,Liability Claim,2005-09-16,0.0,Gallagher,32124.93,26731.81,24186.94,South America
POL-2018-004520-FCB3,2018-04-03,Africa & Middle East,Egypt,Marine,23775.36,7043.49,0.0,,,Atlantic Mutual  Egypt,Catastrophic,596722.24,0.039843,14564.96,1588.08,5065.2,Excess of Loss,INR,John Daniel,,,,0.0,Local Broker Partners,23775.36,7043.49,0.0,Other
POL-2023-004521-9CFF,2023-11-17,Latin America,Peru,Agriculture,170689.5,66877.44,0.0,,,Global Re of Peru,Catastrophic,4788483.08,0.035646,73701.28,13637.95,4009355.13,Stop Loss,INR,John Pierce,,,,0.0,CRC Group,170689.5,66877.44,0.0,South America
POL-2009-004522-F512,2009-04-28,Africa & Middle East,South Africa,Engineering,114595.91,89049.44,55789.47,0.6265,0.8405,Atlantic Group of South Africa,Low,2095170.93,0.054695,18741.83,3285.29,3433.06,Excess of Loss,AUD,Lisa Hensley,In Litigation,Crop Failure,,82738.86,Willis Towers Watson,114595.91,89049.44,55789.47,Other
POL-2024-004523-26D8,2024-03-30,Europe,Ireland,Casualty,4424897.6,2574808.02,1612087.3,0.6261,0.849,Pacific Insurance  Ireland,Low,102092542.92,0.043342,1051436.82,190402.82,567416.59,Excess of Loss,EUR,Tracy House,Settled,Storm,2024-05-04,0.0,Hub International,4424897.6,2574808.02,1612087.3,Europe
POL-2011-004524-CB3B,2011-06-21,Asia Pacific,China,Credit,915862.11,454870.16,0.0,,,Dillon-Mccarty,Low,27166216.75,0.033713,456682.08,69606.58,74024.46,Stop Loss,INR,Tracy House,,,,0.0,Howden,915862.11,454870.16,0.0,Asia
POL-2020-004525-B918,2020-09-09,Europe,Portugal,Life,637072.85,117453.02,0.0,,,Global PLC of Portugal,High,43023152.69,0.014808,441475.54,82523.32,1656418.98,Quota Share,USD,Connor West,,,,0.0,Local Broker Partners,637072.85,117453.02,0.0,Europe
POL-2020-004526-090D,2020-01-30,Africa & Middle East,United Arab Emirates,Life,24988.8,13492.99,7994.6,0.5925,0.8555,Ray Ltd,Medium,387133.9,0.064548,3050.22,705.84,2216.8,Surplus,JPY,Michele Williams,Open,Medical Expense,,9880.68,CRC Group,24988.8,13492.99,7994.6,Other
POL-2011-004527-6EB4,2011-03-17,Europe,United Kingdom,Terrorism,568252.39,178044.57,157818.71,0.8864,1.1907,"Ryan, Krause and Mitchell",Low,8874593.39,0.064031,360144.72,87908.04,2783546.49,Facultative,USD,Sarah Moore,Denied,Business Interruption,,0.0,Aon,568252.39,178044.57,157818.71,Europe
POL-2023-004528-D2EE,2023-09-28,Latin America,Argentina,Marine,61545.28,49695.82,0.0,,,Atlantic Underwriters  Argentina,Catastrophic,12450816.87,0.004943,2072.75,506.72,93529.81,Excess of Loss,GBP,Cassandra Gaines,,,,0.0,Gallagher,61545.28,49695.82,0.0,South America
POL-2011-004529-5650,2011-10-12,Europe,Portugal,Directors & Officers,150133.85,107860.68,0.0,,,Global PLC  Portugal,Medium,3014617.71,0.049802,19887.85,4230.18,11371.51,Quota Share,USD,Paula Moreno,,,,0.0,Gallagher,150133.85,107860.68,0.0,Europe
POL-2006-004530-608F,2006-09-10,Africa & Middle East,United Arab Emirates,Professional Indemnity,91701.47,18985.59,0.0,,,Continental Insurance of United Arab Emirates,Medium,3142254.65,0.029183,60742.0,3340.93,18704.72,Facultative,CAD,Joshua Blair,,,,0.0,Howden,91701.47,18985.59,0.0,Other
POL-2023-004531-D1E9,2023-06-24,Latin America,Brazil,Workers Compensation,395502.89,310091.08,0.0,,,Nunez-Freeman,Specialty,5115837.82,0.07731,80485.41,12284.37,2245011.09,Quota Share,CNY,Stephanie Ross,,,,0.0,Brown & Brown,395502.89,310091.08,0.0,South America
POL-2019-004532-6B18,2019-01-30,Asia Pacific,Philippines,Energy,816519.14,445630.23,297636.43,0.6679,0.9262,"Griffin, Miller and Austin",Medium,11259699.73,0.072517,278797.36,16349.51,2203026.42,Surplus,ZAR,Tricia Valencia,Pending,Liability Claim,,109120.63,Local Broker Partners,816519.14,445630.23,297636.43,Asia
POL-2020-004533-30A5,2020-08-05,Africa & Middle East,United Arab Emirates,Agriculture,47700.37,28542.3,0.0,,,Welch-Thomas,High,618695.43,0.077098,5946.42,1240.74,4378.24,Surplus,BRL,Ryan Munoz,,,,0.0,Independent Agents,47700.37,28542.3,0.0,Other
POL-2010-004534-F40E,2010-04-23,Europe,France,Energy,2592012.44,1422261.71,0.0,,,Davidson LLC,Specialty,259419217.29,0.009992,835905.49,158737.23,612695.84,Excess of Loss,USD,Holly Wood,,,,0.0,Aon,2592012.44,1422261.71,0.0,Europe
POL-2015-004535-D00F,2015-08-01,Asia Pacific,Hong Kong,Professional Indemnity,76073.24,22619.81,0.0,,,National Re of Hong Kong,Low,1181598.05,0.064382,52417.86,10481.51,4572.55,Aggregate XL,AUD,Steve Sanchez,,,,0.0,Hub International,76073.24,22619.81,0.0,Asia
POL-2007-004536-13A3,2007-09-18,Africa & Middle East,Saudi Arabia,Motor,150219.42,100565.12,0.0,,,Global Group  Saudi Arabia,Low,2390390.25,0.062843,48509.48,5587.25,2159819.46,Excess of Loss,AUD,Derek Zuniga,,,,0.0,Marsh,150219.42,100565.12,0.0,Other
POL-2016-004537-5E2D,2016-05-22,Europe,Belgium,Terrorism,181117.89,103206.1,0.0,,,Summit Mutual  Belgium,High,13989395.2,0.012947,18302.53,1181.91,108001.65,Stop Loss,USD,Sherri Baker,,,,0.0,Howden,181117.89,103206.1,0.0,Europe
POL-2019-004538-FE98,2019-05-12,Europe,Austria,Energy,428600.56,346588.42,321287.47,0.927,1.1284,United Assurance  Austria,Medium,6317247.85,0.067846,76358.02,12474.47,2741748.48,Facultative,EUR,Steve Sanchez,Denied,Business Interruption,,0.0,Howden,428600.56,346588.42,321287.47,Europe
POL-2020-004539-2744,2020-05-30,Asia Pacific,Japan,Motor,536990.13,405370.87,0.0,,,Continental Assurance  Japan,Catastrophic,12164551.85,0.044144,97420.0,22715.69,104132.17,Quota Share,USD,Steve Sanchez,,,,0.0,Brown & Brown,536990.13,405370.87,0.0,Asia
POL-2006-004540-FA56,2006-11-07,Africa & Middle East,South Africa,Catastrophe,46640.63,41068.43,41006.83,0.9985,1.2532,Atlantic Insurance of South Africa,Medium,698435.93,0.066779,4011.91,352.24,3656286.21,Stop Loss,CAD,Noah Rhodes,Pending,Storm,,14676.75,Willis Towers Watson,46640.63,41068.43,41006.83,Other
POL-2014-004541-23BE,2014-11-04,Europe,Norway,Liability,2965673.23,1012459.97,791136.22,0.7814,0.989,Welch-Duncan,Low,69617819.72,0.042599,1649724.09,242748.42,4780990.32,Quota Share,CNY,Zachary Hicks,Denied,Medical Expense,,0.0,Aon,2965673.23,1012459.97,791136.22,Europe
POL-2007-004542-761F,2007-12-22,Latin America,Brazil,Casualty,3437.02,1283.36,951.87,0.7417,1.0494,Atlantic Group of Brazil,Low,49242.43,0.069798,1861.07,364.8,60.65,Facultative,CHF,Paula Moreno,Closed,Political Violence,2009-09-04,0.0,Marsh,3437.02,1283.36,951.87,South America
POL-2018-004543-0DE1,2018-08-29,Europe,Netherlands,Professional Indemnity,87676.26,59203.88,32277.96,0.5452,0.7535,Pacific Group of Netherlands,High,4802122.65,0.018258,22782.71,1145.36,4902615.7,Aggregate XL,EUR,Nathan Maldonado,Denied,Accident,,0.0,Aon,87676.26,59203.88,32277.96,Europe
POL-2008-004544-C2AB,2008-06-25,Africa & Middle East,United Arab Emirates,Motor,88546.66,59804.94,0.0,,,Miller LLC,Specialty,1527860.53,0.057955,25393.47,3690.49,4614.27,Surplus,GBP,Tracy House,,,,0.0,Hub International,88546.66,59804.94,0.0,Other
POL-2020-004545-056B,2020-03-29,Europe,Spain,Political Risk,439517.24,115734.86,45587.96,0.3939,0.6559,Continental Corp of Spain,Specialty,238634305.07,0.001842,269823.73,18328.98,2311719.35,Aggregate XL,EUR,Gerald Hensley,Denied,Fire,,0.0,Hub International,439517.24,115734.86,45587.96,Europe
POL-2009-004546-108D,2009-01-25,Latin America,Colombia,Agriculture,113155.07,65699.11,0.0,,,United Group of Colombia,Low,4132387.07,0.027382,16658.01,3163.62,35312.95,Excess of Loss,JPY,Holly Wood,,,,0.0,Willis Towers Watson,113155.07,65699.11,0.0,South America
POL-2021-004547-B38B,2021-02-11,Europe,Portugal,Health,359463.0,129043.7,80110.33,0.6208,0.9187,Edwards Ltd,Catastrophic,17741890.84,0.020261,196915.47,31017.34,1397781.77,Facultative,EUR,Ethan Adams,Open,Accident,,72825.22,Local Broker Partners,359463.0,129043.7,80110.33,Europe
POL-2007-004548-35E4,2007-04-05,Africa & Middle East,Egypt,Aviation,656567.84,592615.07,0.0,,,National Ltd  Egypt,Specialty,9428576.07,0.069636,7746.01,1426.77,17635.34,Facultative,SGD,Michele Williams,,,,0.0,Amwins,656567.84,592615.07,0.0,Other
POL-2009-004549-A784,2009-12-16,North America,United States,Political Risk,173129.8,147175.45,126202.95,0.8575,1.0763,Summit Corp of United States,Catastrophic,6344892.79,0.027286,5729.91,1179.09,42324.66,Facultative,USD,Jessica Callahan,Open,Mortality,,169126.8,Lockton,173129.8,147175.45,126202.95,North America
POL-2019-004550-3B60,2019-11-28,Europe,Germany,Workers Compensation,1633425.2,1095705.36,579299.42,0.5287,0.7216,Continental Group of Germany,Medium,126112367.54,0.012952,368481.04,89713.28,1044659.72,Quota Share,EUR,Joshua Blair,Closed,Medical Expense,2021-05-04,0.0,Lockton,1633425.2,1095705.36,579299.42,Europe
POL-2023-004551-D6C6,2023-09-24,Europe,Ireland,Health,1031818.19,571407.16,488096.0,0.8542,1.13,Page-Jacobs,Low,29484941.68,0.034995,292273.36,39995.17,78583.97,Surplus,EUR,Lisa Barnes,Pending,Storm,,286113.19,Independent Agents,1031818.19,571407.16,488096.0,Europe
POL-2019-004552-8116,2019-09-25,Europe,Italy,Liability,789769.68,421480.06,245849.32,0.5833,0.7725,Premier Insurance of Italy,Catastrophic,28053467.94,0.028152,118902.34,27071.76,1328363.06,Excess of Loss,USD,Lisa Jackson,Closed,Storm,2020-08-30,0.0,Willis Towers Watson,789769.68,421480.06,245849.32,Europe
POL-2022-004553-9605,2022-06-20,Asia Pacific,Japan,Motor,26099.1,15249.08,0.0,,,Global Corp of Japan,Medium,336434.81,0.077576,9044.93,1450.31,731.65,Quota Share,JPY,Angie Henderson,,,,0.0,Hub International,26099.1,15249.08,0.0,Asia
POL-2017-004554-2253,2017-02-10,Latin America,Colombia,Aviation,472067.23,299227.08,414519.27,1.3853,1.6652,United PLC of Colombia,High,10140787.62,0.046551,57523.05,10253.1,651542.92,Facultative,AUD,Shane Henderson,Pending,Earthquake,,421876.59,CRC Group,472067.23,299227.08,414519.27,South America
POL-2013-004555-4419,2013-04-24,Europe,Denmark,Property,114454.9,90050.17,0.0,,,Nelson-Wallace,Catastrophic,2379865.29,0.048093,21988.42,4994.3,2939276.91,Surplus,BRL,Gabrielle Davis,,,,0.0,Gallagher,114454.9,90050.17,0.0,Europe
POL-2014-004556-EAFA,2014-06-04,North America,Mexico,Property,88696.84,58675.28,35921.01,0.6122,0.9203,Summit Insurance  Mexico,High,2673089.1,0.033181,22517.35,2785.79,8908.08,Quota Share,SGD,Margaret Hawkins DDS,Denied,Cyber Attack,,0.0,Howden,88696.84,58675.28,35921.01,North America
POL-2007-004557-C1F8,2007-11-09,Africa & Middle East,Egypt,Liability,168536.88,132225.19,0.0,,,Premier Corp of Egypt,Medium,13987247.1,0.012049,19304.72,1926.71,42756.43,Excess of Loss,BRL,Ethan Adams,,,,0.0,Brown & Brown,168536.88,132225.19,0.0,Other
POL-2013-004558-810D,2013-07-17,Europe,Portugal,Directors & Officers,193602.33,133275.8,120334.72,0.9029,1.1389,Adkins-Meyer,Medium,2525986.91,0.076644,38186.84,2280.04,199830.84,Facultative,EUR,Amy Silva,Settled,Machinery Breakdown,2014-03-28,0.0,Amwins,193602.33,133275.8,120334.72,Europe
POL-2005-004559-3DB2,2005-01-04,Europe,Switzerland,Aviation,2017558.52,1556365.27,913586.41,0.587,0.85,Premier Mutual  Switzerland,Specialty,37633272.25,0.053611,105775.89,9567.47,112134.61,Quota Share,ZAR,Lauren Daniels,Closed,Flood,2006-02-15,0.0,Gallagher,2017558.52,1556365.27,913586.41,Europe
POL-2021-004560-9BB9,2021-06-24,Africa & Middle East,Turkey,Energy,98470.01,57444.76,0.0,,,National Group of Turkey,Catastrophic,2046866.05,0.048108,15031.81,3023.18,2371522.9,Excess of Loss,INR,Anthony Humphrey,,,,0.0,Local Broker Partners,98470.01,57444.76,0.0,Other
POL-2014-004561-899D,2014-11-06,Europe,Denmark,Directors & Officers,1768423.32,1240076.5,465524.72,0.3754,0.7133,Royal Holdings  Denmark,Specialty,91746470.87,0.019275,213103.43,38605.38,614564.79,Aggregate XL,EUR,Ethan Adams,Denied,Business Interruption,,0.0,Brown & Brown,1768423.32,1240076.5,465524.72,Europe
POL-2022-004562-8F79,2022-12-13,Asia Pacific,Malaysia,Energy,279891.93,184263.8,331674.84,1.8,2.0601,Continental Ltd  Malaysia,Specialty,6426812.81,0.043551,41386.34,7605.4,23892.45,Stop Loss,INR,Gabrielle Davis,In Litigation,Machinery Breakdown,,379918.08,CRC Group,279891.93,184263.8,331674.84,Asia
POL-2010-004563-50DB,2010-03-15,Latin America,Argentina,Catastrophe,300626.27,153889.49,0.0,,,Premier PLC of Argentina,Catastrophic,17342544.85,0.017335,86607.26,9872.79,85526.2,Stop Loss,JPY,Rebecca Henderson,,,,0.0,Marsh,300626.27,153889.49,0.0,South America
POL-2023-004564-2975,2023-07-03,Asia Pacific,Singapore,Motor,302733.29,185894.22,205710.54,1.1066,1.456,Gutierrez-White,Specialty,4271172.59,0.070878,99922.97,12040.94,26434.99,Aggregate XL,BRL,Amy Silva,In Litigation,Machinery Breakdown,,104914.73,Independent Agents,302733.29,185894.22,205710.54,Asia
POL-2018-004565-5730,2018-04-06,North America,Mexico,Marine,136485.71,62207.86,0.0,,,Martinez and Sons,Specialty,23044876.79,0.005923,65582.2,14909.86,206630.76,Quota Share,GBP,Judy Baker,,,,0.0,Willis Towers Watson,136485.71,62207.86,0.0,North America
POL-2017-004566-677B,2017-06-15,Asia Pacific,India,Energy,612362.0,200320.15,72015.09,0.3595,0.5662,Summit Group  India,Low,15856126.31,0.03862,367160.78,61097.18,74021.46,Surplus,SGD,Tricia Valencia,Settled,Business Interruption,2018-06-12,0.0,Lockton,612362.0,200320.15,72015.09,Asia
POL-2015-004567-06C0,2015-08-21,Europe,United Kingdom,Marine,58249.34,24177.4,0.0,,,Premier Assurance  United Kingdom,Specialty,1231915.15,0.047284,29911.27,3792.29,10933.68,Facultative,USD,Cassandra Gaines,,,,0.0,Gallagher,58249.34,24177.4,0.0,Europe
POL-2005-004568-CAE1,2005-10-04,Europe,Poland,Marine,1646221.5,1193310.45,582574.16,0.4882,0.7887,"King, Manning and Brady",Medium,20832568.92,0.079022,142698.95,18945.55,149516.44,Surplus,BRL,Debra Davidson,Pending,Natural Catastrophe,,293837.18,Brown & Brown,1646221.5,1193310.45,582574.16,Europe
POL-2015-004569-BD9F,2015-09-02,Latin America,Brazil,Directors & Officers,130807.16,104194.75,0.0,,,Jackson Inc,Medium,3424773.63,0.038194,21873.98,1980.48,1893055.19,Facultative,ZAR,Megan Young,,,,0.0,Aon,130807.16,104194.75,0.0,South America
POL-2015-004570-5E2B,2015-04-04,Asia Pacific,Australia,Aviation,145957.4,108742.62,0.0,,,Brown Group,Medium,9499612.82,0.015365,22960.47,2016.34,3077731.3,Excess of Loss,INR,Monica Herrera,,,,0.0,Lockton,145957.4,108742.62,0.0,Asia
POL-2005-004571-2E5A,2005-10-06,Europe,Norway,Surety,156695.65,35868.64,23293.09,0.6494,0.9403,"Brown, Wise and Warren",High,13931656.49,0.011247,99686.72,14653.61,672886.58,Surplus,USD,Anthony Rodriguez,In Litigation,Mortality,,16925.36,Local Broker Partners,156695.65,35868.64,23293.09,Europe
POL-2006-004572-9C05,2006-02-03,Europe,Denmark,Directors & Officers,476924.39,335914.31,382337.67,1.1382,1.4665,Pacific Underwriters of Denmark,Medium,10546297.83,0.045222,114607.97,23455.07,3644910.42,Facultative,SGD,Tommy Walter,Open,Accident,,483037.13,Amwins,476924.39,335914.31,382337.67,Europe
POL-2007-004573-CB7C,2007-08-07,Europe,Germany,Property,150020.61,99835.77,76304.48,0.7643,0.96,Garcia PLC,Catastrophic,2008708.05,0.074685,16446.04,3643.68,3842308.53,Stop Loss,EUR,Allison Hill,In Litigation,Flood,,80479.73,Aon,150020.61,99835.77,76304.48,Europe
POL-2020-004574-87C1,2020-05-17,Europe,Austria,Liability,129905.29,59286.73,0.0,,,United Insurance  Austria,High,87919883.49,0.001478,63798.93,4049.2,848887.38,Surplus,EUR,Allison Hill,,,,0.0,Hub International,129905.29,59286.73,0.0,Europe
POL-2005-004575-A164,2005-01-08,Asia Pacific,Vietnam,Energy,371884.08,105086.14,0.0,,,Atlantic Holdings  Vietnam,Low,11782194.66,0.031563,237301.62,49907.61,2835672.51,Excess of Loss,CHF,Nathan Maldonado,,,,0.0,Local Broker Partners,371884.08,105086.14,0.0,Asia
POL-2013-004576-CCBE,2013-02-06,Asia Pacific,Indonesia,Terrorism,53459.38,27088.59,15681.58,0.5789,0.8065,Summit Mutual  Indonesia,Medium,718281.7,0.074427,18963.47,4332.22,3946.03,Facultative,CAD,Joshua Blair,Pending,Political Violence,,8784.68,CRC Group,53459.38,27088.59,15681.58,Asia
POL-2008-004577-DDD6,2008-03-01,Asia Pacific,China,Cyber,4866774.48,2764171.5,0.0,,,Miller Group,High,66040000.2,0.073694,1340469.4,129853.14,305880.16,Aggregate XL,INR,Donald Wright,,,,0.0,Local Broker Partners,4866774.48,2764171.5,0.0,Asia
POL-2023-004578-DCF1,2023-05-23,Asia Pacific,Hong Kong,Credit,80738.48,40789.67,25595.52,0.6275,0.83,Royal Corp  Hong Kong,Medium,1229175.82,0.065685,18403.59,1576.38,329168.58,Surplus,INR,Sarah Moore,Denied,Fire,,0.0,Gallagher,80738.48,40789.67,25595.52,Asia
POL-2009-004579-0E58,2009-01-31,Africa & Middle East,Kenya,Health,170467.67,135096.24,128111.76,0.9483,1.2869,Perez-Rojas,High,38996850.13,0.004371,16633.92,1498.72,201627.65,Aggregate XL,AUD,Judy Baker,Open,Machinery Breakdown,,60163.5,Brown & Brown,170467.67,135096.24,128111.76,Other
POL-2013-004580-D11B,2013-09-29,North America,Canada,Engineering,398942.86,215938.35,0.0,,,United Group of Canada,Low,21708927.0,0.018377,118878.06,25066.07,192668.56,Facultative,USD,Eric Carney,,,,0.0,Amwins,398942.86,215938.35,0.0,North America
POL-2025-004581-9F7D,2025-06-17,Latin America,Peru,Energy,57486.14,30799.81,0.0,,,Sims-Anderson,Low,2003414.88,0.028694,13598.46,952.46,2924.44,Excess of Loss,INR,Daniel Wagner,,,,0.0,Lockton,57486.14,30799.81,0.0,South America
POL-2017-004582-037A,2017-03-15,Africa & Middle East,United Arab Emirates,Health,50561.9,24351.16,22437.16,0.9214,1.1739,Summit Group of United Arab Emirates,Catastrophic,1593198.12,0.031736,19140.93,1119.09,10664.82,Excess of Loss,CHF,Eric Carney,Pending,Accident,,20533.56,Gallagher,50561.9,24351.16,22437.16,Other
POL-2019-004583-9136,2019-03-24,Europe,Netherlands,Engineering,672856.43,562282.89,386906.86,0.6881,1.0228,United Mutual of Netherlands,High,265022000.74,0.002539,81957.52,18405.58,855223.26,Excess of Loss,USD,Margaret Hawkins DDS,In Litigation,Business Interruption,,522470.88,Hub International,672856.43,562282.89,386906.86,Europe
POL-2016-004584-C3B2,2016-05-07,Asia Pacific,Malaysia,Political Risk,95314.64,58786.28,35430.49,0.6027,0.8327,National Mutual  Malaysia,Catastrophic,2950861.08,0.032301,34562.04,8040.79,21381.37,Quota Share,CHF,Zachary Hicks,Pending,Mortality,,14976.6,Aon,95314.64,58786.28,35430.49,Asia
POL-2021-004585-A346,2021-10-28,North America,Canada,Property,1575872.66,1189302.04,782679.67,0.6581,0.8596,National Assurance of Canada,Medium,30119648.82,0.05232,276344.63,52124.94,955293.35,Stop Loss,EUR,Amber Kidd,Settled,Liability Claim,2024-02-12,0.0,Marsh,1575872.66,1189302.04,782679.67,North America
POL-2008-004586-BF7D,2008-01-25,Europe,Portugal,Terrorism,781280.29,498453.55,0.0,,,National Group of Portugal,Specialty,50932879.9,0.015339,106139.74,19894.31,162391.75,Stop Loss,USD,Margaret Hawkins DDS,,,,0.0,Aon,781280.29,498453.55,0.0,Europe
POL-2006-004587-AED3,2006-02-01,Asia Pacific,China,Directors & Officers,322951.76,181520.76,97803.39,0.5388,0.7692,Johnson Ltd,High,6120987.5,0.052761,43383.23,8426.08,46283.74,Stop Loss,INR,Zachary Hicks,Pending,Cyber Attack,,124308.96,Amwins,322951.76,181520.76,97803.39,Asia
POL-2017-004588-DB87,2017-06-23,Asia Pacific,Singapore,Professional Indemnity,73676.21,46472.03,0.0,,,Summit Ltd  Singapore,Specialty,1108264.67,0.066479,13106.78,1030.76,2155964.91,Surplus,SGD,James Ferrell,,,,0.0,Gallagher,73676.21,46472.03,0.0,Asia
POL-2013-004589-B83C,2013-04-03,Africa & Middle East,Turkey,Aviation,59223.99,43784.18,19265.04,0.44,0.7215,United PLC  Turkey,Low,1794515.47,0.033003,6685.25,1299.7,299906.59,Facultative,AUD,Allison Hill,Denied,Natural Catastrophe,,0.0,CRC Group,59223.99,43784.18,19265.04,Other
POL-2022-004590-BDA0,2022-12-17,Latin America,Peru,Agriculture,66391.38,26393.55,14231.4,0.5392,0.8629,Atlantic Mutual  Peru,Medium,1481415.18,0.044816,28989.38,4525.4,4959.6,Quota Share,EUR,Shannon Jones,Denied,Flood,,0.0,Howden,66391.38,26393.55,14231.4,South America
POL-2018-004591-D16C,2018-04-30,Europe,Switzerland,Credit,256262.84,95586.75,63287.99,0.6621,0.9076,Dalton-Nguyen,High,15295380.0,0.016754,130660.31,6626.98,3814288.95,Stop Loss,CHF,Lisa Jackson,Pending,Natural Catastrophe,,52076.63,Amwins,256262.84,95586.75,63287.99,Europe
