policy_id,period,region,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,gwp_usd,nep_usd,claims_paid_usd,continent
POL-115486,2018-10-21,Zambia,Aviation,1648264.68,1427498.07,1274283.59,0.8927,1.0862,AgriProtect,Market,11914123.99,0.01056,1648264.68,1427498.07,1274283.59,Other
POL-117146,2018-10-21,Kenya,Engineering,554688.13,462851.95,402587.28,0.8698,1.0376,Continental Re,Cyber,2784145.14,0.03896,554688.13,462851.95,402587.28,Africa
POL-107356,2018-10-21,Egypt,Marine,1275011.08,1149925.5,1151222.02,1.0011,1.2448,AgriProtect,Weather,9753003.21,0.03853,1275011.08,1149925.5,1151222.02,Other
POL-102908,2018-10-21,Egypt,Aviation,709319.71,562265.65,519311.79,0.9236,1.2071,SunTrust Re,Operational,2516097.18,0.04088,709319.71,562265.65,519311.79,Other
POL-110285,2018-10-21,South Africa,Motor,1311948.17,1044002.21,973985.47,0.9329,1.0889,AgriProtect,Nat Cat,9709749.69,0.03191,1311948.17,1044002.21,973985.47,Other
POL-107739,2018-10-21,Tanzania,Motor,1617250.08,1433061.73,1232169.46,0.8598,1.0512,Zenith Cover,Cyber,9331934.92,0.02862,1617250.08,1433061.73,1232169.46,Other
POL-104410,2018-10-21,Nigeria,Agriculture,847598.01,648098.26,704069.55,1.0864,1.3967,Coastal Mutual,Operational,6681675.22,0.0393,847598.01,648098.26,704069.55,Other
POL-112884,2018-10-22,Egypt,Property,840256.38,677611.63,745490.13,1.1002,1.2812,Zenith Cover,Market,3728227.23,0.04474,840256.38,677611.63,745490.13,Other
POL-101328,2018-10-22,Kenya,Agriculture,1153447.1,983774.98,777485.79,0.7903,0.9518,AgriProtect,Operational,4875835.3,0.04026,1153447.1,983774.98,777485.79,Africa
POL-116705,2018-10-22,Kenya,Cyber,1552937.1,1335526.8,1275450.48,0.955,1.1289,Zenith Cover,Operational,11897404.02,0.01574,1552937.1,1335526.8,1275450.48,Africa
POL-100871,2018-10-22,Rwanda,Aviation,1164708.24,916895.03,881024.26,0.9609,1.1212,Continental Re,Nat Cat,6347185.72,0.01608,1164708.24,916895.03,881024.26,Other
POL-100145,2018-10-23,Ethiopia,Liability,915504.04,718228.93,871445.29,1.2133,1.4218,Coastal Mutual,Credit,4390583.1,0.02852,915504.04,718228.93,871445.29,Other
POL-109645,2018-10-23,Egypt,Motor,1582572.05,1445238.16,1348170.98,0.9328,1.1721,Zenith Cover,Operational,8798434.99,0.03499,1582572.05,1445238.16,1348170.98,Other
POL-113302,2018-10-23,Kenya,Agriculture,1676746.18,1502256.83,1369371.04,0.9115,1.1119,Coastal Mutual,Operational,11258848.32,0.03429,1676746.18,1502256.83,1369371.04,Africa
POL-108006,2018-10-23,Ghana,Agriculture,1779376.58,1620015.09,1435625.16,0.8862,1.0498,Pinnacle Assurance,Market,10555804.33,0.02313,1779376.58,1620015.09,1435625.16,Other
POL-107166,2018-10-23,Kenya,Motor,462250.06,349835.08,341740.39,0.9769,1.2852,Zenith Cover,Nat Cat,2620458.5,0.03029,462250.06,349835.08,341740.39,Africa
POL-104488,2018-10-23,Zambia,Cyber,1119778.59,872250.27,1029251.66,1.18,1.4777,Metro Insurers,Weather,4922295.68,0.02643,1119778.59,872250.27,1029251.66,Other
POL-102844,2018-10-23,Tanzania,Aviation,455851.26,398442.62,393098.34,0.9866,1.2791,Metro Insurers,Operational,2666082.38,0.03637,455851.26,398442.62,393098.34,Other
POL-112748,2018-10-24,Kenya,Cyber,397769.43,290818.88,292844.77,1.007,1.2867,AgriProtect,Credit,2626927.49,0.02434,397769.43,290818.88,292844.77,Africa
POL-117728,2018-10-24,Ethiopia,Cyber,1518541.54,1421372.64,1488730.98,1.0474,1.2301,Continental Re,Nat Cat,7361124.05,0.03192,1518541.54,1421372.64,1488730.98,Other
POL-103015,2018-10-24,Rwanda,Engineering,1627786.02,1409539.05,1146642.53,0.8135,0.966,Coastal Mutual,Operational,12647511.96,0.02817,1627786.02,1409539.05,1146642.53,Other
POL-116839,2018-10-24,Egypt,Engineering,1826954.85,1441314.92,1245114.53,0.8639,1.183,Acentria Group,Credit,7470490.18,0.02687,1826954.85,1441314.92,1245114.53,Other
POL-102513,2018-10-24,Zambia,Agriculture,249726.1,205873.42,184153.32,0.8945,1.1292,Continental Re,Cyber,921633.35,0.04061,249726.1,205873.42,184153.32,Other
POL-112862,2018-10-25,Ethiopia,Agriculture,1065724.27,796304.48,757197.87,0.9509,1.2215,SunTrust Re,Nat Cat,7066307.06,0.02898,1065724.27,796304.48,757197.87,Other
POL-115883,2018-10-26,Nigeria,Marine,599037.69,481463.3,477995.1,0.9928,1.2961,AgriProtect,Cyber,4432631.73,0.034,599037.69,481463.3,477995.1,Other
POL-105235,2018-10-27,South Africa,Cyber,1350402.13,1096688.95,749290.05,0.6832,0.8436,Zenith Cover,Weather,4154703.54,0.03243,1350402.13,1096688.95,749290.05,Other
POL-102626,2018-10-27,Uganda,Aviation,1316673.04,1107431.51,1067092.01,0.9636,1.2315,SunTrust Re,Operational,8401717.57,0.01637,1316673.04,1107431.51,1067092.01,Other
POL-102140,2018-10-27,Ethiopia,Agriculture,1631632.56,1531547.44,1811759.33,1.183,1.3683,Continental Re,Market,8336895.45,0.02966,1631632.56,1531547.44,1811759.33,Other
POL-117290,2018-10-27,Ghana,Aviation,1931952.01,1483784.08,1531539.54,1.0322,1.2397,Acentria Group,Cyber,6035078.65,0.00808,1931952.01,1483784.08,1531539.54,Other
POL-117927,2018-10-27,South Africa,Marine,1733763.76,1571823.67,1584397.56,1.008,1.2323,Coastal Mutual,Nat Cat,5508529.4,0.02612,1733763.76,1571823.67,1584397.56,Other
POL-102358,2018-10-27,South Africa,Liability,870444.77,731120.29,601754.23,0.8231,1.0537,Acentria Group,Weather,4919664.1,0.00912,870444.77,731120.29,601754.23,Other
POL-101259,2018-10-27,Egypt,Motor,297325.52,256086.43,257196.88,1.0043,1.2742,Continental Re,Credit,1659336.21,0.02753,297325.52,256086.43,257196.88,Other
POL-102057,2018-10-27,South Africa,Property,1265845.58,1153510.47,882219.78,0.7648,0.9324,Pinnacle Assurance,Nat Cat,5398265.85,0.028,1265845.58,1153510.47,882219.78,Other
POL-101407,2018-10-28,Uganda,Liability,1777350.54,1424194.85,1469792.24,1.032,1.2022,Pinnacle Assurance,Operational,13286687.88,0.02102,1777350.54,1424194.85,1469792.24,Other
POL-108555,2018-10-28,Kenya,Property,2000219.27,1705261.51,1284192.46,0.7531,0.9176,Zenith Cover,Market,14434066.77,0.02919,2000219.27,1705261.51,1284192.46,Africa
POL-114718,2018-10-28,Kenya,Liability,435520.45,356334.17,359289.12,1.0083,1.2815,AgriProtect,Credit,3272829.7,0.03211,435520.45,356334.17,359289.12,Africa
POL-114330,2018-10-28,Nigeria,Property,1129938.85,1060362.77,1072756.64,1.0117,1.2473,Continental Re,Cyber,5571364.93,0.03863,1129938.85,1060362.77,1072756.64,Other
POL-102028,2018-10-29,Ghana,Property,271501.2,243474.41,192699.24,0.7915,1.0849,Acentria Group,Cyber,1075709.28,0.02302,271501.2,243474.41,192699.24,Other
POL-110652,2018-10-29,Kenya,Engineering,532400.22,493208.02,488022.11,0.9895,1.224,Zenith Cover,Operational,4160478.65,0.01237,532400.22,493208.02,488022.11,Africa
POL-104753,2018-10-29,South Africa,Cyber,1069412.91,933455.27,803178.22,0.8604,1.1701,Coastal Mutual,Operational,3212560.62,0.01944,1069412.91,933455.27,803178.22,Other
POL-100760,2018-10-30,South Africa,Engineering,1590017.45,1295664.46,1338277.75,1.0329,1.3065,Acentria Group,Weather,11291493.45,0.03206,1590017.45,1295664.46,1338277.75,Other
POL-104155,2018-10-30,South Africa,Cyber,1039762.88,949149.64,884164.83,0.9315,1.1363,Acentria Group,Market,7107249.32,0.02327,1039762.88,949149.64,884164.83,Other
POL-110664,2018-10-30,Egypt,Property,1625862.74,1465477.04,1421354.52,0.9699,1.2489,Metro Insurers,Operational,10057078.71,0.01142,1625862.74,1465477.04,1421354.52,Other
POL-104074,2018-10-30,Nigeria,Aviation,987273.95,915274.49,996754.84,1.089,1.377,Acentria Group,Nat Cat,3043126.76,0.01759,987273.95,915274.49,996754.84,Other
POL-111936,2018-10-30,Tanzania,Aviation,1931798.81,1598069.8,1230281.17,0.7699,1.0739,Continental Re,Cyber,14441786.81,0.04335,1931798.81,1598069.8,1230281.17,Other
POL-106876,2018-10-31,Ghana,Agriculture,1074462.43,826574.09,874000.17,1.0574,1.3719,Continental Re,Nat Cat,4681268.38,0.01221,1074462.43,826574.09,874000.17,Other
POL-103945,2018-10-31,Tanzania,Cyber,207343.42,159931.11,165167.46,1.0327,1.2135,Acentria Group,Cyber,1457774.03,0.04107,207343.42,159931.11,165167.46,Other
POL-101266,2018-11-01,Ghana,Liability,999037.84,743729.87,675709.37,0.9085,1.1194,Metro Insurers,Credit,4140564.38,0.03161,999037.84,743729.87,675709.37,Other
POL-109637,2018-11-01,Rwanda,Liability,900989.98,838016.53,732441.85,0.874,1.038,Acentria Group,Market,6092411.78,0.02935,900989.98,838016.53,732441.85,Other
POL-102428,2018-11-01,Tanzania,Aviation,118169.86,93808.58,78680.78,0.8387,1.0121,Coastal Mutual,Credit,762058.28,0.00809,118169.86,93808.58,78680.78,Other
POL-103149,2018-11-01,Rwanda,Agriculture,1276998.56,961821.35,967489.73,1.0059,1.1816,Coastal Mutual,Nat Cat,6191347.76,0.03702,1276998.56,961821.35,967489.73,Other
POL-115828,2018-11-01,Kenya,Marine,1958428.39,1791672.35,1812794.77,1.0118,1.314,Zenith Cover,Market,11278876.27,0.00826,1958428.39,1791672.35,1812794.77,Africa
POL-114353,2018-11-01,South Africa,Marine,1744160.0,1516680.65,1333591.19,0.8793,1.1786,Continental Re,Nat Cat,7204252.07,0.03487,1744160.0,1516680.65,1333591.19,Other
POL-111455,2018-11-01,Egypt,Motor,1507673.06,1286293.75,1447306.39,1.1252,1.4093,AgriProtect,Nat Cat,8438889.05,0.01898,1507673.06,1286293.75,1447306.39,Other
POL-103508,2018-11-01,Nigeria,Motor,1880821.03,1365628.94,832528.3,0.6096,0.7936,Continental Re,Market,6836005.96,0.02883,1880821.03,1365628.94,832528.3,Other
POL-110691,2018-11-01,Kenya,Cyber,1301884.11,1128366.02,1065528.64,0.9443,1.1459,AgriProtect,Cyber,6573519.27,0.01759,1301884.11,1128366.02,1065528.64,Africa
POL-106095,2018-11-02,Uganda,Agriculture,616289.16,471692.46,455003.28,0.9646,1.1873,Metro Insurers,Market,4757510.21,0.00906,616289.16,471692.46,455003.28,Other
POL-107718,2018-11-02,Nigeria,Cyber,1269857.08,1122940.05,923621.63,0.8225,1.0965,Coastal Mutual,Operational,4142311.47,0.0371,1269857.08,1122940.05,923621.63,Other
POL-112140,2018-11-02,Egypt,Motor,688934.62,637103.95,581811.35,0.9132,1.0858,Zenith Cover,Market,2563644.97,0.0428,688934.62,637103.95,581811.35,Other
POL-112310,2018-11-02,Nigeria,Agriculture,579296.4,449635.56,431308.72,0.9592,1.2604,Continental Re,Market,3048288.19,0.0393,579296.4,449635.56,431308.72,Other
POL-105842,2018-11-02,Egypt,Marine,1077913.13,793986.0,806807.74,1.0161,1.215,AgriProtect,Nat Cat,5346354.53,0.03997,1077913.13,793986.0,806807.74,Other
POL-103454,2018-11-02,Ghana,Aviation,801245.46,604474.93,712198.48,1.1782,1.4574,Continental Re,Operational,5321711.79,0.04416,801245.46,604474.93,712198.48,Other
POL-106842,2018-11-02,Rwanda,Motor,88080.26,81742.13,92104.18,1.1268,1.3643,Continental Re,Cyber,265598.08,0.03371,88080.26,81742.13,92104.18,Other
POL-115733,2018-11-02,Kenya,Property,1937524.09,1771947.67,1856918.44,1.048,1.2681,Coastal Mutual,Credit,6008208.32,0.01147,1937524.09,1771947.67,1856918.44,Africa
POL-112270,2018-11-02,Rwanda,Property,1422859.85,1136030.3,1121656.51,0.9873,1.1959,Acentria Group,Cyber,8762646.2,0.02485,1422859.85,1136030.3,1121656.51,Other
POL-116052,2018-11-02,Uganda,Property,809176.8,742496.16,556657.45,0.7497,0.9153,Pinnacle Assurance,Market,4805178.69,0.01095,809176.8,742496.16,556657.45,Other
POL-113612,2018-11-02,Ghana,Cyber,141830.45,124069.3,101665.24,0.8194,0.9923,Acentria Group,Weather,996230.76,0.03949,141830.45,124069.3,101665.24,Other
POL-111884,2018-11-02,Kenya,Aviation,247247.23,209274.64,181664.03,0.8681,1.1374,Metro Insurers,Weather,1095142.63,0.03467,247247.23,209274.64,181664.03,Africa
POL-111431,2018-11-03,South Africa,Motor,1456324.06,1159455.98,1051635.78,0.907,1.1226,Zenith Cover,Operational,9611477.02,0.0309,1456324.06,1159455.98,1051635.78,Other
POL-113750,2018-11-03,South Africa,Liability,525389.0,380850.61,285270.27,0.749,1.0454,AgriProtect,Weather,3226645.94,0.01318,525389.0,380850.61,285270.27,Other
POL-117605,2018-11-03,South Africa,Aviation,1538929.37,1324687.26,1268114.29,0.9573,1.1693,Zenith Cover,Nat Cat,10556940.77,0.01103,1538929.37,1324687.26,1268114.29,Other
POL-103730,2018-11-03,Ghana,Property,311414.3,251531.8,197663.98,0.7858,1.0822,Metro Insurers,Cyber,2310861.79,0.0402,311414.3,251531.8,197663.98,Other
POL-105349,2018-11-04,Ethiopia,Marine,1781696.03,1380212.07,1105269.39,0.8008,1.0161,Acentria Group,Market,8749619.07,0.03982,1781696.03,1380212.07,1105269.39,Other
POL-117071,2018-11-04,Ethiopia,Agriculture,979164.86,738678.56,579208.39,0.7841,0.9642,Continental Re,Weather,4139407.28,0.01104,979164.86,738678.56,579208.39,Other
POL-109304,2018-11-04,Ethiopia,Marine,1067602.22,960298.89,914231.42,0.952,1.2405,Metro Insurers,Operational,8484470.26,0.02901,1067602.22,960298.89,914231.42,Other
POL-102031,2018-11-04,Egypt,Agriculture,1700118.93,1468677.54,1250349.72,0.8513,1.0619,Coastal Mutual,Weather,8541912.98,0.02059,1700118.93,1468677.54,1250349.72,Other
POL-101105,2018-11-04,Ghana,Aviation,1760141.97,1432171.26,1272448.59,0.8885,1.0641,Coastal Mutual,Cyber,7209088.72,0.01209,1760141.97,1432171.26,1272448.59,Other
POL-109680,2018-11-04,Zambia,Liability,172604.63,156052.58,158445.93,1.0153,1.2695,Acentria Group,Cyber,913035.15,0.03832,172604.63,156052.58,158445.93,Other
POL-110700,2018-11-05,Zambia,Agriculture,103134.43,86088.72,99759.93,1.1588,1.3185,SunTrust Re,Credit,390432.32,0.02979,103134.43,86088.72,99759.93,Other
POL-104128,2018-11-05,Ghana,Agriculture,192548.9,159809.75,126997.54,0.7947,0.9687,Metro Insurers,Cyber,1537158.02,0.01195,192548.9,159809.75,126997.54,Other
POL-107103,2018-11-05,Kenya,Engineering,1220568.6,1093639.02,880899.8,0.8055,1.0243,Coastal Mutual,Nat Cat,8845130.83,0.01504,1220568.6,1093639.02,880899.8,Africa
POL-109034,2018-11-05,Egypt,Cyber,1130687.37,1033649.83,964200.61,0.9328,1.2442,AgriProtect,Nat Cat,6243090.37,0.01802,1130687.37,1033649.83,964200.61,Other
POL-110946,2018-11-05,Ghana,Motor,596353.57,463337.81,431229.9,0.9307,1.2103,Acentria Group,Market,3390781.06,0.03105,596353.57,463337.81,431229.9,Other
POL-116413,2018-11-05,Ghana,Engineering,1182043.52,989851.95,951693.22,0.9615,1.176,Acentria Group,Operational,3561120.28,0.03821,1182043.52,989851.95,951693.22,Other
POL-115844,2018-11-05,Ghana,Liability,1746102.92,1294035.75,1076967.89,0.8323,0.9968,Coastal Mutual,Nat Cat,9806360.38,0.01442,1746102.92,1294035.75,1076967.89,Other
POL-110918,2018-11-06,Ghana,Aviation,1048739.78,926878.98,747631.59,0.8066,0.9795,Metro Insurers,Cyber,4112059.37,0.03228,1048739.78,926878.98,747631.59,Other
POL-106704,2018-11-06,South Africa,Agriculture,1246382.88,986819.84,995243.51,1.0085,1.2235,AgriProtect,Nat Cat,6555775.81,0.03089,1246382.88,986819.84,995243.51,Other
POL-112087,2018-11-06,Nigeria,Motor,1730510.09,1391323.95,1222207.58,0.8784,1.0288,Zenith Cover,Market,7171968.71,0.04089,1730510.09,1391323.95,1222207.58,Other
POL-103772,2018-11-06,Zambia,Motor,1052814.5,933929.43,952225.27,1.0196,1.2686,Pinnacle Assurance,Weather,4944359.57,0.0163,1052814.5,933929.43,952225.27,Other
POL-102271,2018-11-08,Ethiopia,Liability,1572278.9,1408790.22,1696424.89,1.2042,1.381,Pinnacle Assurance,Weather,7865514.47,0.03937,1572278.9,1408790.22,1696424.89,Other
POL-111721,2018-11-08,Egypt,Motor,631536.96,571276.49,497194.42,0.8703,1.1618,Metro Insurers,Operational,2280736.36,0.02274,631536.96,571276.49,497194.42,Other
POL-109749,2018-11-08,Zambia,Agriculture,1214243.09,934794.37,726458.21,0.7771,1.0602,Continental Re,Operational,4679327.84,0.02775,1214243.09,934794.37,726458.21,Other
POL-116890,2018-11-08,Tanzania,Aviation,710675.95,580275.45,589232.82,1.0154,1.2513,SunTrust Re,Cyber,3507736.67,0.0311,710675.95,580275.45,589232.82,Other
POL-111448,2018-11-08,Ghana,Property,1094650.69,948633.98,1038683.96,1.0949,1.3485,Metro Insurers,Nat Cat,7650596.46,0.01144,1094650.69,948633.98,1038683.96,Other
POL-103077,2018-11-08,Zambia,Agriculture,1130835.01,865932.58,706666.37,0.8161,1.0869,Pinnacle Assurance,Cyber,4635582.07,0.01367,1130835.01,865932.58,706666.37,Other
POL-110386,2018-11-08,Ethiopia,Liability,707418.24,633666.18,589051.58,0.9296,1.1393,Zenith Cover,Credit,2837973.13,0.04397,707418.24,633666.18,589051.58,Other
POL-100693,2018-11-09,Nigeria,Property,1621847.01,1203111.75,942553.75,0.7834,1.0553,Zenith Cover,Credit,11692204.74,0.04338,1621847.01,1203111.75,942553.75,Other
POL-101919,2018-11-09,Tanzania,Agriculture,1844349.24,1558942.86,1618299.77,1.0381,1.3269,SunTrust Re,Cyber,13638219.57,0.02428,1844349.24,1558942.86,1618299.77,Other
POL-101615,2018-11-09,Ghana,Aviation,1852296.54,1545150.15,1214570.09,0.7861,1.0672,AgriProtect,Cyber,10841804.52,0.02601,1852296.54,1545150.15,1214570.09,Other
POL-107481,2018-11-09,Zambia,Engineering,1972201.26,1625845.63,1410790.45,0.8677,1.1385,Zenith Cover,Market,13008037.3,0.02294,1972201.26,1625845.63,1410790.45,Other
POL-110187,2018-11-10,Ghana,Cyber,1351727.1,983817.94,880005.58,0.8945,1.1914,Zenith Cover,Weather,8704691.76,0.01861,1351727.1,983817.94,880005.58,Other
POL-113726,2018-11-10,Nigeria,Engineering,564004.23,512668.08,482319.24,0.9408,1.1033,Coastal Mutual,Credit,4439439.02,0.04005,564004.23,512668.08,482319.24,Other
POL-115053,2018-11-10,Egypt,Engineering,393288.06,353409.96,334308.28,0.946,1.2005,Pinnacle Assurance,Cyber,2164078.69,0.03406,393288.06,353409.96,334308.28,Other
POL-104157,2018-11-10,Egypt,Aviation,1349991.59,983790.17,874593.67,0.889,1.1638,Coastal Mutual,Weather,5193013.89,0.02857,1349991.59,983790.17,874593.67,Other
POL-101678,2018-11-10,Ethiopia,Agriculture,1025876.99,873495.3,813886.75,0.9318,1.1387,Metro Insurers,Operational,7539792.94,0.02476,1025876.99,873495.3,813886.75,Other
POL-117787,2018-11-10,Uganda,Marine,1705414.71,1580744.19,1583542.7,1.0018,1.2236,Pinnacle Assurance,Cyber,11885893.02,0.03996,1705414.71,1580744.19,1583542.7,Other
POL-110595,2018-11-11,Ethiopia,Agriculture,959706.02,700637.37,693993.28,0.9905,1.2236,Continental Re,Market,3284581.49,0.01954,959706.02,700637.37,693993.28,Other
POL-111033,2018-11-11,Egypt,Aviation,84699.66,66580.19,79040.49,1.1871,1.3449,Coastal Mutual,Weather,668964.08,0.04132,84699.66,66580.19,79040.49,Other
POL-116022,2018-11-11,Rwanda,Agriculture,1244113.19,1057885.4,873175.83,0.8254,0.983,Acentria Group,Credit,6279666.96,0.0346,1244113.19,1057885.4,873175.83,Other
POL-108049,2018-11-11,South Africa,Aviation,1639728.81,1403054.81,1252623.0,0.8928,1.1269,Zenith Cover,Nat Cat,8251037.72,0.00977,1639728.81,1403054.81,1252623.0,Other
POL-108305,2018-11-11,Egypt,Motor,1533805.24,1234445.04,1100040.97,0.8911,1.1133,Zenith Cover,Credit,8280582.4,0.03757,1533805.24,1234445.04,1100040.97,Other
POL-105159,2018-11-11,Kenya,Engineering,772983.55,595947.63,560765.68,0.941,1.1127,Metro Insurers,Credit,3095330.02,0.03196,772983.55,595947.63,560765.68,Africa
POL-116888,2018-11-12,Tanzania,Motor,136737.94,101380.38,111316.35,1.098,1.3272,Zenith Cover,Cyber,665908.41,0.03924,136737.94,101380.38,111316.35,Other
POL-112778,2018-11-12,Zambia,Agriculture,1096712.54,895128.7,961206.68,1.0738,1.2533,AgriProtect,Weather,7999811.52,0.02657,1096712.54,895128.7,961206.68,Other
POL-108258,2018-11-12,Zambia,Marine,90901.15,69142.85,78244.64,1.1316,1.3139,AgriProtect,Operational,319234.42,0.00923,90901.15,69142.85,78244.64,Other
POL-101024,2018-11-12,Kenya,Liability,790807.22,586816.39,650048.44,1.1078,1.3881,Pinnacle Assurance,Market,5296477.79,0.03688,790807.22,586816.39,650048.44,Africa
POL-100963,2018-11-12,Zambia,Property,802853.5,743334.88,749182.89,1.0079,1.2534,Continental Re,Nat Cat,4880939.27,0.02749,802853.5,743334.88,749182.89,Other
POL-116338,2018-11-12,Zambia,Property,666509.09,503135.4,516524.46,1.0266,1.2843,Coastal Mutual,Market,3843745.71,0.02672,666509.09,503135.4,516524.46,Other
POL-108662,2018-11-12,Rwanda,Aviation,919763.24,709107.13,729598.31,1.0289,1.1939,Pinnacle Assurance,Weather,4728210.49,0.03094,919763.24,709107.13,729598.31,Other
POL-106334,2018-11-12,Tanzania,Property,897515.0,806783.36,683942.64,0.8477,1.0704,Pinnacle Assurance,Credit,3996899.25,0.00955,897515.0,806783.36,683942.64,Other
POL-105537,2018-11-12,Ghana,Motor,118531.43,108384.99,111510.56,1.0288,1.2173,Zenith Cover,Cyber,436183.33,0.01959,118531.43,108384.99,111510.56,Other
POL-107162,2018-11-13,Ethiopia,Motor,544519.76,482881.67,485529.21,1.0055,1.2345,AgriProtect,Cyber,3004768.73,0.01135,544519.76,482881.67,485529.21,Other
POL-105879,2018-11-13,Egypt,Marine,984665.92,733115.32,706687.11,0.964,1.2785,Coastal Mutual,Cyber,7843309.94,0.02563,984665.92,733115.32,706687.11,Other
POL-116113,2018-11-13,Rwanda,Aviation,1484442.92,1180288.83,1136492.99,0.9629,1.2443,AgriProtect,Cyber,8543986.73,0.03868,1484442.92,1180288.83,1136492.99,Other
POL-102877,2018-11-14,South Africa,Motor,137348.87,120856.47,126063.92,1.0431,1.3401,AgriProtect,Nat Cat,703247.41,0.02855,137348.87,120856.47,126063.92,Other
POL-106656,2018-11-14,Nigeria,Agriculture,602766.72,481628.71,504508.29,1.0475,1.2236,Zenith Cover,Nat Cat,2741902.03,0.02241,602766.72,481628.71,504508.29,Other
POL-117484,2018-11-15,Zambia,Cyber,1571814.0,1416876.36,1118878.8,0.7897,0.9814,AgriProtect,Weather,6496971.14,0.00964,1571814.0,1416876.36,1118878.8,Other
POL-114090,2018-11-15,Ghana,Marine,1560248.4,1382533.19,1361882.34,0.9851,1.2645,Continental Re,Cyber,8566205.24,0.02928,1560248.4,1382533.19,1361882.34,Other
POL-111694,2018-11-15,Egypt,Marine,236531.42,202515.09,213411.02,1.0538,1.283,Zenith Cover,Credit,875048.68,0.01918,236531.42,202515.09,213411.02,Other
POL-115750,2018-11-15,Zambia,Property,804119.86,592964.11,594784.82,1.0031,1.1927,SunTrust Re,Credit,3084323.5,0.0178,804119.86,592964.11,594784.82,Other
POL-114960,2018-11-15,Zambia,Marine,440617.99,359884.67,332201.77,0.9231,1.1408,SunTrust Re,Market,2658614.03,0.0229,440617.99,359884.67,332201.77,Other
POL-108303,2018-11-15,Egypt,Motor,208681.77,193816.43,198071.12,1.022,1.3069,Acentria Group,Operational,1435872.8,0.01476,208681.77,193816.43,198071.12,Other
POL-103031,2018-11-15,Tanzania,Marine,475765.18,359624.6,372573.74,1.036,1.2755,Continental Re,Credit,1531226.81,0.03145,475765.18,359624.6,372573.74,Other
POL-100612,2018-11-16,Tanzania,Engineering,182096.34,152197.5,160569.98,1.055,1.3189,Acentria Group,Operational,767885.3,0.02706,182096.34,152197.5,160569.98,Other
POL-101002,2018-11-16,Zambia,Cyber,1638737.82,1311539.24,1165447.4,0.8886,1.2015,SunTrust Re,Weather,11496967.23,0.01172,1638737.82,1311539.24,1165447.4,Other
POL-115849,2018-11-16,Uganda,Agriculture,627890.99,572488.51,539827.25,0.9429,1.2117,Pinnacle Assurance,Market,2369935.85,0.01115,627890.99,572488.51,539827.25,Other
POL-112515,2018-11-16,Rwanda,Cyber,1130531.57,966762.89,670875.94,0.6939,0.9369,Pinnacle Assurance,Weather,6078153.86,0.02879,1130531.57,966762.89,670875.94,Other
POL-117108,2018-11-16,Ghana,Agriculture,298661.05,271307.03,262689.7,0.9682,1.1673,Continental Re,Nat Cat,1012047.11,0.02063,298661.05,271307.03,262689.7,Other
POL-112368,2018-11-16,Kenya,Marine,583561.95,463488.93,435501.29,0.9396,1.1534,Pinnacle Assurance,Cyber,4104876.01,0.03917,583561.95,463488.93,435501.29,Africa
POL-116159,2018-11-16,Rwanda,Engineering,955270.04,748520.99,603469.18,0.8062,1.008,AgriProtect,Operational,5108191.73,0.04321,955270.04,748520.99,603469.18,Other
POL-103964,2018-11-16,Egypt,Motor,1803721.64,1529241.78,1192173.43,0.7796,1.0628,Zenith Cover,Operational,11828452.36,0.02537,1803721.64,1529241.78,1192173.43,Other
POL-102552,2018-11-16,Ethiopia,Cyber,1150726.93,1033219.55,933664.48,0.9036,1.0922,SunTrust Re,Nat Cat,4663213.97,0.02572,1150726.93,1033219.55,933664.48,Other
POL-115245,2018-11-16,South Africa,Agriculture,1208868.4,1094163.44,961708.51,0.8789,1.1519,AgriProtect,Credit,6078050.25,0.0365,1208868.4,1094163.44,961708.51,Other
POL-117627,2018-11-17,Kenya,Agriculture,970478.24,753344.35,698300.4,0.9269,1.2425,Metro Insurers,Cyber,7251107.47,0.04001,970478.24,753344.35,698300.4,Africa
POL-102582,2018-11-17,Kenya,Agriculture,1713858.33,1437089.99,1581976.32,1.1008,1.2538,AgriProtect,Weather,6686458.75,0.03879,1713858.33,1437089.99,1581976.32,Africa
POL-100976,2018-11-17,Zambia,Marine,640024.96,480541.63,503873.4,1.0486,1.2085,Continental Re,Weather,2551857.04,0.02838,640024.96,480541.63,503873.4,Other
POL-107229,2018-11-18,Uganda,Liability,829729.29,689337.94,755030.65,1.0953,1.2561,Coastal Mutual,Market,3950181.66,0.03455,829729.29,689337.94,755030.65,Other
POL-113731,2018-11-18,Zambia,Liability,1686409.11,1576678.75,1657102.01,1.051,1.3309,Zenith Cover,Cyber,5166516.18,0.00988,1686409.11,1576678.75,1657102.01,Other
POL-109758,2018-11-18,Egypt,Agriculture,67437.56,53396.92,46765.69,0.8758,1.0615,AgriProtect,Market,386132.8,0.0438,67437.56,53396.92,46765.69,Other
POL-104883,2018-11-19,Nigeria,Aviation,338105.74,272021.42,245245.25,0.9016,1.1113,Coastal Mutual,Credit,2476680.05,0.02521,338105.74,272021.42,245245.25,Other
POL-104959,2018-11-19,Uganda,Cyber,1949966.22,1594593.59,1530989.31,0.9601,1.229,Coastal Mutual,Market,12124573.32,0.02413,1949966.22,1594593.59,1530989.31,Other
