policy_id,period,region,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,premium_rate,exposure,currency,gwp_usd,nep_usd,claims_paid_usd,currency_rating
P-00141,2024-02-01,Caribbean,Agriculture,4071077,3227425,599322,0.1856966467075145,0.6364505025333795,Hannover Re,Liability,0.897,3888991,USD,4071077.0,3227425.0,599322.0,AAA
P-00142,2024-02-01,North America,Motor,2326642,1489271,692766,0.4651712146412574,0.860372403226106,Aspire Re,Nat Cat,0.735,2639142,KES,16984.4866,10871.6783,5057.1918,BBB
P-00143,2024-02-01,Caribbean,Energy,246287,209040,146781,0.7021670493685419,0.824265469296511,Coastal Mutual,Political,1.073,282157,KES,1797.8951,1525.992,1071.5013,BBB
P-00144,2024-03-01,Caribbean,Property,2578815,1584896,346287,0.21849193890324664,0.5746995830277016,Coastal Mutual,Nat Cat,0.529,3638744,EUR,2810908.35,1727536.6400000001,377452.83,AA+
P-00145,2024-02-01,Nordics,Energy,2670765,2020759,300732,0.14882130922094125,0.4210962749125561,Swiss Re,Weather,0.869,3097141,KES,19496.5845,14751.5407,2195.3436,BBB
P-00146,2024-02-01,Australia & Pacific,Liability,2486588,2039712,517664,0.2537926923016583,0.3603594400620114,AgriProtect,Nat Cat,0.409,2721436,EUR,2710380.9200000004,2223286.08,564253.76,AA+
P-00147,2024-04-01,Asia Pacific,Liability,6547428,4592949,1385874,0.3017394706538218,0.3690901910657546,Metro Insurers Ltd,Operational,0.788,8145650,EUR,7136696.5200000005,5006314.41,1510602.6600000001,AA+
P-00148,2024-01-01,North America,Energy,6398226,5351963,815963,0.1524605084153235,0.43491337851621076,Metro Insurers Ltd,Operational,1.238,6266523,USD,6398226.0,5351963.0,815963.0,AAA
P-00149,2024-02-01,Africa,Property,1309962,826245,572227,0.692563343802383,1.129199994191569,SCOR,Operational,0.947,1946149,USD,1309962.0,826245.0,572227.0,AAA
P-00150,2024-04-01,Europe,Liability,2002235,1254856,617661,0.49221663680932315,0.7651072642436078,Metro Insurers Ltd,Cyber,0.464,2150922,EUR,2182436.1500000004,1367793.04,673250.4900000001,AA+
P-00151,2024-02-01,Nordics,Energy,6155291,4914647,3201439,0.6514077206358869,0.9518482113069491,Munich Re,Political,0.88,7257092,USD,6155291.0,4914647.0,3201439.0,AAA
P-00152,2024-02-01,Nordics,Motor,5683470,4924225,1114022,0.22623296051662953,0.5574620941499037,Hannover Re,Operational,1.302,7043412,KES,41489.331,35946.8425,8132.3606,BBB
P-00153,2024-04-01,North America,Energy,4755437,3452417,2606530,0.7549870134459423,0.9044420486140826,Acentria Reinsurance,Cyber,1.281,4629690,KES,34714.6901,25202.6441,19027.669,BBB
P-00154,2024-04-01,Caribbean,Marine,6856217,3864028,1054771,0.27297188322651905,0.49788974740909575,Coastal Mutual,Liability,1.183,9621300,KES,50050.3841,28207.4044,7699.8283,BBB
P-00155,2024-02-01,Latin America,Liability,205922,161745,63181,0.39062103929024083,0.7014685715450143,Hannover Re,Health,1.155,295641,KES,1503.2306,1180.7385,461.2213,BBB
P-00156,2024-01-01,Australia & Pacific,Accident & Health,7803827,4749658,4041407,0.8508837899486658,1.2037106659788033,Hannover Re,Political,0.817,9497551,KES,56967.9371,34672.5034,29502.2711,BBB
P-00157,2024-03-01,Nordics,Agriculture,5015104,2761940,1501447,0.5436204262221482,0.8597902215851214,Swiss Re,Liability,0.904,5844902,EUR,5466463.36,3010514.6,1636577.2300000002,AA+
P-00158,2024-01-01,Asia Pacific,Agriculture,3013313,2207202,868980,0.39370207167264254,0.6835019206772588,Old Mutual Re Africa,Operational,1.318,4086106,KES,21997.1849,16112.5746,6343.554,BBB
P-00159,2024-03-01,Australia & Pacific,Energy,2156145,1767284,757654,0.4287109485515627,0.6275787606969478,Africa Re,Political,0.633,2910097,EUR,2350198.0500000003,1926339.56,825842.8600000001,AA+
P-00160,2024-01-01,Australia & Pacific,Property,1745688,1373906,196571,0.14307456259744117,0.20851842391936443,Hannover Re,Cyber,1.167,2125690,KES,12743.5224,10029.5138,1434.9683,BBB
P-00161,2024-01-01,Asia Pacific,Engineering,3678360,2912664,1014775,0.34840098274294595,0.5842057215248241,Aspire Re,Weather,1.306,4942336,USD,3678360.0,2912664.0,1014775.0,AAA
P-00162,2024-03-01,Africa,Energy,7152701,5398472,1943018,0.35991999217556375,0.49384548149191604,Hannover Re,Health,0.459,8179153,USD,7152701.0,5398472.0,1943018.0,AAA
P-00163,2024-01-01,Middle East & Africa,Motor,5777329,3525453,1641124,0.4655072695622378,0.6027104513799694,Partner Re,Agriculture,0.643,5537210,KES,42174.5017,25735.8069,11980.2052,BBB
P-00164,2024-03-01,Kenya,Energy,4292317,2681805,2280800,0.8504719768961576,1.1624734858662822,Swiss Re,Agriculture,1.348,5047961,USD,4292317.0,2681805.0,2280800.0,AAA
P-00165,2024-02-01,Asia Pacific,Engineering,666038,394561,78865,0.19988037337699366,0.3542400954109483,AgriProtect,Nat Cat,1.328,644159,USD,666038.0,394561.0,78865.0,AAA
P-00166,2024-01-01,Kenya,Property,6922001,6359324,3051972,0.47992082177288026,0.6063821201864672,Hollard Re,Political,0.6,9602277,USD,6922001.0,6359324.0,3051972.0,AAA
P-00167,2024-02-01,Africa,Marine,4161195,2807666,612202,0.21804659101189386,0.5785379331936467,Kenya Reinsurance Corporation,Market,1.192,4074500,USD,4161195.0,2807666.0,612202.0,AAA
P-00168,2024-01-01,Australia & Pacific,Marine,1579813,1291049,973585,0.7541038333943948,1.0349145307485403,Metro Insurers Ltd,Weather,0.7,2289757,EUR,1721996.1700000002,1407243.4100000001,1061207.6500000001,AA+
P-00169,2024-01-01,Caribbean,Liability,5226984,3768680,1391589,0.3692510374985406,0.6860918934796627,Munich Re,Market,1.34,5491800,USD,5226984.0,3768680.0,1391589.0,AAA
P-00170,2024-04-01,Middle East & Africa,Marine,7223763,4439400,4194929,0.9449315222777853,1.1298281836867665,Coastal Mutual,Weather,0.483,8742958,KES,52733.469900000004,32407.62,30622.9817,BBB
P-00171,2024-02-01,Nordics,Energy,2639098,1819096,1016022,0.5585312704772041,0.8486554976059923,Africa Re,Market,0.977,3146733,USD,2639098.0,1819096.0,1016022.0,AAA
P-00172,2024-02-01,Europe,Motor,2484220,1564854,1161054,0.7419567576272291,0.8624374017751605,AgriProtect,Agriculture,0.943,3419852,EUR,2707799.8000000003,1705690.86,1265548.86,AA+
P-00173,2024-01-01,Caribbean,Agriculture,6830782,3915759,2486954,0.6351141630524249,1.0016779437202412,Swiss Re,Liability,0.641,7249576,KES,49864.7086,28585.0407,18154.7642,BBB
P-00174,2024-04-01,Latin America,Energy,3003932,2327184,1571066,0.6750931598017175,0.9097275783248673,Kenya Reinsurance Corporation,Market,0.785,3050851,KES,21928.7036,16988.4432,11468.7818,BBB
P-00175,2024-03-01,Africa,Liability,6789939,4405458,3567346,0.8097559890481307,1.1111975250747046,Partner Re,Cyber,1.033,6170680,USD,6789939.0,4405458.0,3567346.0,AAA
P-00176,2024-02-01,North America,Accident & Health,7440777,6591818,1830170,0.27764267763460704,0.5196088204621792,Kenya Reinsurance Corporation,Market,1.177,10925713,USD,7440777.0,6591818.0,1830170.0,AAA
P-00177,2024-04-01,Caribbean,Motor,7947102,6459801,823157,0.12742760961212274,0.4091866208102064,Africa Re,Cyber,0.687,10028401,KES,58013.844600000004,47156.5473,6009.0461000000005,BBB
P-00178,2024-02-01,Middle East & Africa,Marine,1912142,1079830,472646,0.4377040830501097,0.8670925658941125,Acentria Reinsurance,Political,1.233,1783002,USD,1912142.0,1079830.0,472646.0,AAA
P-00179,2024-01-01,Caribbean,Motor,5817042,5297088,2197039,0.4147635455555958,0.5336584872438856,Acentria Reinsurance,Market,0.756,6065139,KES,42464.4066,38668.7424,16038.3847,BBB
P-00180,2024-01-01,Latin America,Property,7519984,4615754,1555686,0.3370383256993332,0.6705291606632298,AgriProtect,Weather,0.871,7349382,EUR,8196782.5600000005,5031171.86,1695697.7400000002,AA+
P-00181,2024-01-01,Middle East & Africa,Agriculture,2890011,1999539,666929,0.33354138128838695,0.41726114503131584,Munich Re,Cyber,0.76,3524884,KES,21097.0803,14596.6347,4868.5817,BBB
P-00182,2024-02-01,Asia Pacific,Agriculture,6553601,4560083,3157545,0.6924314754797226,0.7925455606841525,Swiss Re,Market,1.214,8676382,KES,47841.2873,33288.6059,23050.0785,BBB
P-00183,2024-04-01,Asia Pacific,Accident & Health,7434302,6822169,1916556,0.2809305955334733,0.3843843785408127,Swiss Re,Market,0.465,8190184,EUR,8103389.180000001,7436164.210000001,2089046.04,AA+
P-00184,2024-04-01,Caribbean,Engineering,4374374,2629425,1503752,0.571893855120416,0.7242952179518567,Hollard Re,Operational,1.225,5596773,USD,4374374.0,2629425.0,1503752.0,AAA
P-00185,2024-04-01,Caribbean,Engineering,7222614,4303160,888283,0.20642574294239582,0.43730780804472036,Africa Re,Agriculture,0.512,6732991,USD,7222614.0,4303160.0,888283.0,AAA
P-00186,2024-03-01,Europe,Property,235317,136514,76925,0.5634953191614047,0.9331214875045921,AgriProtect,Operational,1.144,261805,EUR,256495.53000000003,148800.26,83848.25,AA+
P-00187,2024-02-01,Caribbean,Property,2056623,1539156,848231,0.5511013828357879,0.9178056843896161,Aspire Re,Market,0.795,2483506,KES,15013.3479,11235.8388,6192.0863,BBB
P-00188,2024-01-01,Kenya,Accident & Health,1986758,1689541,914555,0.5413038215704739,0.896496358102109,Swiss Re,Operational,0.793,2136956,KES,14503.3334,12333.649300000001,6676.2515,BBB
P-00189,2024-03-01,Latin America,Property,2712201,1926450,1097557,0.5697303329959251,0.875236669211449,AgriProtect,Political,0.46,3503636,USD,2712201.0,1926450.0,1097557.0,AAA
P-00190,2024-01-01,Caribbean,Accident & Health,1695424,961729,302675,0.3147196351570973,0.47149385019837714,Swiss Re,Operational,0.511,1586626,KES,12376.5952,7020.6217,2209.5275,BBB
P-00191,2024-03-01,Middle East & Africa,Liability,6824167,5474100,1542310,0.2817467711587293,0.4435495233800786,Munich Re,Operational,0.818,8687756,EUR,7438342.03,5966769.0,1681117.9000000001,AA+
P-00192,2024-03-01,Australia & Pacific,Marine,4997407,4065901,2956474,0.7271387080010064,1.056143658911156,Hannover Re,Weather,0.417,7454389,KES,36481.0711,29681.0773,21582.2602,BBB
P-00193,2024-04-01,Latin America,Agriculture,6338765,5260744,1948541,0.3703926668927437,0.43248965094869385,Hannover Re,Market,0.414,7367440,EUR,6909253.850000001,5734210.96,2123909.69,AA+
P-00194,2024-02-01,Europe,Marine,6228742,3952092,2127289,0.5382690989987076,0.9762996195445979,Old Mutual Re Africa,Agriculture,0.807,6820573,USD,6228742.0,3952092.0,2127289.0,AAA
P-00195,2024-04-01,Nordics,Motor,259210,191375,33960,0.17745264532984978,0.4005396372599899,Hollard Re,Liability,0.596,380103,KES,1892.233,1397.0375,247.90800000000002,BBB
P-00196,2024-02-01,Africa,Property,1503221,963417,926763,0.9619541693783689,1.0773061738136305,SCOR,Cyber,1.091,2036308,EUR,1638510.8900000001,1050124.53,1010171.67,AA+
P-00197,2024-03-01,Caribbean,Marine,688005,534833,92218,0.17242391550259614,0.5432963466704875,Hannover Re,Liability,0.591,672029,USD,688005.0,534833.0,92218.0,AAA
P-00198,2024-04-01,Europe,Marine,6055114,3542892,2350322,0.6633908118000774,0.9771106794503259,Africa Re,Weather,0.555,5927256,USD,6055114.0,3542892.0,2350322.0,AAA
P-00199,2024-02-01,Latin America,Accident & Health,2705184,2019117,1403670,0.6951900261351868,1.121791083856799,Acentria Reinsurance,Agriculture,0.676,2985492,KES,19747.8432,14739.5541,10246.791,BBB
P-00200,2024-04-01,North America,Agriculture,5414970,3381460,783385,0.23167063930964732,0.3231439103217535,Acentria Reinsurance,Market,0.673,6977393,USD,5414970.0,3381460.0,783385.0,AAA
P-00201,2024-01-01,North America,Marine,4456798,3775473,2683767,0.7108425884650744,0.8085494233349657,Partner Re,Health,1.205,5501826,USD,4456798.0,3775473.0,2683767.0,AAA
P-00202,2024-04-01,Africa,Engineering,157504,119425,64744,0.542131044588654,0.6686441470319087,AgriProtect,Liability,0.585,230199,EUR,171679.36000000002,130173.25000000001,70570.96,AA+
P-00203,2024-01-01,Europe,Accident & Health,4638272,3179555,2904101,0.9133671221287255,1.2469083397261633,SCOR,Weather,0.829,6567485,USD,4638272.0,3179555.0,2904101.0,AAA
P-00204,2024-03-01,Nordics,Energy,2433483,1703149,262350,0.15403819630578416,0.3943205615795542,Africa Re,Cyber,1.145,3212230,USD,2433483.0,1703149.0,262350.0,AAA
P-00205,2024-04-01,Asia Pacific,Marine,523350,405795,137968,0.3399943321135056,0.6605221977521194,Metro Insurers Ltd,Weather,1.275,515807,USD,523350.0,405795.0,137968.0,AAA
P-00206,2024-02-01,Middle East & Africa,Engineering,2136926,1477378,922528,0.6244359940380864,0.9096505338660901,Coastal Mutual,Market,0.605,2020730,KES,15599.5598,10784.8594,6734.4544,BBB
P-00207,2024-01-01,Latin America,Liability,310180,218705,44651,0.2041608559475092,0.29792447793285476,Swiss Re,Operational,0.954,306808,KES,2264.314,1596.5465,325.9523,BBB
P-00208,2024-02-01,North America,Engineering,112593,85619,26401,0.30835445403473527,0.3612674194826686,Swiss Re,Liability,0.624,125072,KES,821.9289,625.0187,192.7273,BBB
P-00209,2024-03-01,Kenya,Engineering,3417282,2955546,502174,0.16990904557059847,0.36846367614310194,Partner Re,Nat Cat,1.091,3126942,USD,3417282.0,2955546.0,502174.0,AAA
P-00210,2024-02-01,Middle East & Africa,Energy,7760567,6233247,1380909,0.22153927158670272,0.4335955668084659,Hollard Re,Liability,0.85,10377234,USD,7760567.0,6233247.0,1380909.0,AAA
P-00211,2024-04-01,Europe,Motor,3088174,2496148,1623591,0.6504385957883908,0.9519178734387146,Swiss Re,Liability,0.843,3642268,USD,3088174.0,2496148.0,1623591.0,AAA
P-00212,2024-04-01,Caribbean,Agriculture,3942634,3125574,1531302,0.48992665027287785,0.8140564374884312,Hollard Re,Operational,1.253,4493489,USD,3942634.0,3125574.0,1531302.0,AAA
P-00213,2024-03-01,Europe,Liability,6382500,5686243,1106755,0.19463730269705323,0.36935582369393005,Partner Re,Operational,0.969,8577657,KES,46592.25,41509.5739,8079.3115,BBB
P-00214,2024-03-01,Australia & Pacific,Accident & Health,1220523,687516,216922,0.315515566183187,0.43560109507224076,Africa Re,Cyber,1.268,1765600,USD,1220523.0,687516.0,216922.0,AAA
P-00215,2024-04-01,Caribbean,Engineering,4194169,3515901,1842055,0.5239211798056885,0.7752219009988071,AgriProtect,Nat Cat,0.356,5339157,USD,4194169.0,3515901.0,1842055.0,AAA
P-00216,2024-03-01,Latin America,Property,4105515,2904689,2136870,0.7356622344078833,1.018228624438545,Kenya Reinsurance Corporation,Weather,1.01,4104343,USD,4105515.0,2904689.0,2136870.0,AAA
P-00217,2024-01-01,Asia Pacific,Marine,6317973,3475961,3526194,1.014451543040903,1.35,Metro Insurers Ltd,Political,1.282,5899958,EUR,6886590.57,3788797.49,3843551.4600000004,AA+
P-00218,2024-03-01,Latin America,Agriculture,4569836,4104454,2006852,0.48894493640323416,0.6973852148159172,Coastal Mutual,Operational,0.463,6634473,KES,33359.8028,29962.5142,14650.0196,BBB
P-00219,2024-03-01,Kenya,Property,1310731,906888,332704,0.36686338335053503,0.6845028769559895,Hannover Re,Agriculture,1.097,1472342,USD,1310731.0,906888.0,332704.0,AAA
P-00220,2024-04-01,Nordics,Energy,6725818,5175507,1987641,0.3840475918591164,0.6386809467793502,Kenya Reinsurance Corporation,Liability,0.483,9353089,USD,6725818.0,5175507.0,1987641.0,AAA
P-00221,2024-03-01,Middle East & Africa,Motor,5806111,3679753,3104266,0.8436071660244587,1.2646875566268787,Africa Re,Agriculture,0.808,6631175,USD,5806111.0,3679753.0,3104266.0,AAA
P-00222,2024-03-01,Asia Pacific,Engineering,95337,86652,17384,0.2006185662188986,0.6019889420628355,Partner Re,Political,1.108,140821,USD,95337.0,86652.0,17384.0,AAA
P-00223,2024-02-01,Latin America,Engineering,4715143,3105827,2782770,0.8959835818286079,1.2295770246757747,Hannover Re,Weather,0.368,4667675,KES,34420.5439,22672.5371,20314.221,BBB
P-00224,2024-02-01,Asia Pacific,Marine,695570,592211,419963,0.7091442070478259,1.0167102867630686,Coastal Mutual,Operational,1.156,975371,EUR,758171.3,645509.99,457759.67000000004,AA+
P-00225,2024-04-01,Africa,Engineering,5543926,4729822,2928635,0.619185034870234,0.8453717009619925,Old Mutual Re Africa,Health,0.97,5643060,USD,5543926.0,4729822.0,2928635.0,AAA
P-00226,2024-04-01,Nordics,Engineering,6255213,4493084,2524953,0.5619643434220237,0.6317009168550981,Aspire Re,Political,0.469,6004574,EUR,6818182.170000001,4897461.5600000005,2752198.77,AA+
P-00227,2024-03-01,Kenya,Energy,2349903,2117220,1240254,0.585793635049735,0.8539976904994199,Hannover Re,Health,0.673,3193203,EUR,2561394.27,2307769.8000000003,1351876.86,AA+
P-00228,2024-04-01,Australia & Pacific,Motor,967203,628358,580468,0.9237854853443419,1.334860852959157,Metro Insurers Ltd,Nat Cat,1.047,1419083,KES,7060.5819,4587.0134,4237.4164,BBB
P-00229,2024-03-01,Asia Pacific,Energy,5305158,4105168,2532110,0.6168103229879995,0.9108265818090228,AgriProtect,Nat Cat,0.544,7838336,USD,5305158.0,4105168.0,2532110.0,AAA
P-00230,2024-03-01,Europe,Engineering,4155986,3673711,2142856,0.5832946576363791,0.7278090600983491,Coastal Mutual,Operational,0.767,4259073,EUR,4530024.74,4004344.99,2335713.04,AA+
P-00231,2024-02-01,Europe,Accident & Health,5118727,3289808,425963,0.12947959273003165,0.1805353041597351,Old Mutual Re Africa,Health,1.115,4920846,USD,5118727.0,3289808.0,425963.0,AAA
P-00232,2024-04-01,Kenya,Marine,5999904,4510376,1711492,0.3794566129298311,0.8228193679004634,Hannover Re,Liability,1.256,5752787,USD,5999904.0,4510376.0,1711492.0,AAA
P-00233,2024-03-01,Caribbean,Property,3831145,2463900,2272183,0.9221896180851495,0.9902481949724118,SCOR,Weather,1.12,3840548,USD,3831145.0,2463900.0,2272183.0,AAA
P-00234,2024-03-01,North America,Accident & Health,2402186,1919465,1121813,0.5844404560645805,1.0525338636691977,SCOR,Cyber,1.141,3276522,KES,17535.9578,14012.0945,8189.2349,BBB
P-00235,2024-03-01,Africa,Accident & Health,4917643,3316863,529345,0.15959206032929307,0.6301552692967691,Acentria Reinsurance,Liability,1.017,5856044,USD,4917643.0,3316863.0,529345.0,AAA
P-00236,2024-04-01,Europe,Motor,4923477,2766468,1143475,0.41333389722924685,0.7861364023287283,Coastal Mutual,Weather,0.979,6228265,EUR,5366589.930000001,3015450.12,1246387.75,AA+
P-00237,2024-04-01,Asia Pacific,Engineering,1172522,704561,483355,0.686037120987395,1.012413844035637,Acentria Reinsurance,Weather,0.915,1643590,USD,1172522.0,704561.0,483355.0,AAA
P-00238,2024-01-01,North America,Accident & Health,2669769,2270708,241190,0.10621797254424611,0.4190320980612162,Old Mutual Re Africa,Nat Cat,0.474,3714049,USD,2669769.0,2270708.0,241190.0,AAA
P-00239,2024-02-01,Caribbean,Engineering,2168409,1254558,251589,0.20053995112222792,0.6187276331613389,Africa Re,Nat Cat,1.067,2600257,KES,15829.3857,9158.2734,1836.5997,BBB
P-00240,2024-03-01,Latin America,Liability,4942403,3563076,711588,0.19971170976987299,0.3551498262192767,Partner Re,Health,1.22,4665273,KES,36079.541900000004,26010.4548,5194.5924,BBB
P-00241,2024-03-01,North America,Engineering,6664382,4691668,2113225,0.4504208311415045,0.616136797165241,Africa Re,Political,0.946,7730925,KES,48649.9886,34249.176400000004,15426.5425,BBB
P-00242,2024-04-01,Europe,Agriculture,2522972,2090230,1587796,0.7596274094238433,0.9413264016842554,Aspire Re,Political,0.971,3419542,EUR,2750039.48,2278350.7,1730697.6400000001,AA+
P-00243,2024-02-01,Europe,Liability,7259723,4547053,3997773,0.8792008802184623,0.9861529636264461,Coastal Mutual,Operational,1.073,8055531,EUR,7913098.07,4956287.7700000005,4357572.57,AA+
P-00244,2024-04-01,North America,Property,855606,699970,275057,0.39295541237481607,0.6409560683817528,Munich Re,Nat Cat,1.064,849934,EUR,932610.54,762967.3,299812.13,AA+
P-00245,2024-04-01,Middle East & Africa,Energy,4341714,2744171,1925301,0.7015965841778811,1.1804320293287984,Coastal Mutual,Agriculture,1.295,4017929,EUR,4732468.260000001,2991146.39,2098578.0900000003,AA+
P-00246,2024-03-01,Latin America,Engineering,1183065,1082404,146774,0.1356000162601025,0.43377370560836026,SCOR,Health,0.744,1743764,USD,1183065.0,1082404.0,146774.0,AAA
P-00247,2024-03-01,Kenya,Property,2207329,1436034,467062,0.32524438836406383,0.4236192888610645,Partner Re,Cyber,0.686,2006363,USD,2207329.0,1436034.0,467062.0,AAA
P-00248,2024-01-01,Africa,Property,5217105,3830486,1245037,0.3250336902419171,0.6423185803644382,Hannover Re,Weather,0.968,7757989,EUR,5686644.45,4175229.74,1357090.33,AA+
P-00249,2024-02-01,Caribbean,Energy,6123443,4023127,3263842,0.8112699400242647,1.1568232233851985,Hannover Re,Market,1.171,6633320,USD,6123443.0,4023127.0,3263842.0,AAA
P-00250,2024-03-01,Caribbean,Liability,5061209,4459886,2660834,0.596614801364878,0.9243862527348752,Acentria Reinsurance,Operational,0.855,5184227,KES,36946.8257,32557.1678,19424.088200000002,BBB
P-00251,2024-04-01,Australia & Pacific,Liability,5470205,3322795,710353,0.21378177106923538,0.38773774374102826,Hannover Re,Cyber,0.453,5646620,USD,5470205.0,3322795.0,710353.0,AAA
P-00252,2024-04-01,Asia Pacific,Energy,4860160,3129109,1927373,0.615949460373544,0.7591502676245491,Acentria Reinsurance,Nat Cat,0.77,6931930,USD,4860160.0,3129109.0,1927373.0,AAA
P-00253,2024-02-01,Nordics,Marine,7830053,6051640,3319603,0.5485460139730718,0.9157095664161357,SCOR,Operational,1.307,8302340,USD,7830053.0,6051640.0,3319603.0,AAA
P-00254,2024-02-01,Nordics,Agriculture,7584197,4810821,3754223,0.780370543821938,0.9898732193440298,Old Mutual Re Africa,Operational,1.231,10850117,USD,7584197.0,4810821.0,3754223.0,AAA
P-00255,2024-01-01,Nordics,Motor,1896466,1242447,549377,0.44217338848256704,0.5257561767045773,Munich Re,Market,1.005,2176355,KES,13844.2018,9069.8631,4010.4521,BBB
P-00256,2024-02-01,Middle East & Africa,Energy,2938035,2653023,771846,0.2909307608716547,0.3494847505610367,Swiss Re,Nat Cat,1.158,3123591,EUR,3202458.1500000004,2891795.0700000003,841312.14,AA+
P-00257,2024-01-01,Australia & Pacific,Energy,3065441,2300128,1104572,0.4802219702555684,0.5968578570998245,Partner Re,Agriculture,1.196,2793635,EUR,3341330.6900000004,2507139.52,1203983.48,AA+
P-00258,2024-04-01,Nordics,Engineering,1982371,1145527,1217719,1.0630207755906234,1.35,Munich Re,Weather,1.066,1801475,USD,1982371.0,1145527.0,1217719.0,AAA
P-00259,2024-01-01,Caribbean,Property,7977134,5460706,959680,0.17574284350778085,0.4267925345911593,Aspire Re,Health,0.729,8258480,EUR,8695076.06,5952169.54,1046051.2000000001,AA+
P-00260,2024-01-01,Nordics,Marine,6517660,5794850,626784,0.10816224751287781,0.4529952362100883,Acentria Reinsurance,Health,0.519,9767979,USD,6517660.0,5794850.0,626784.0,AAA
P-00261,2024-01-01,Nordics,Agriculture,6073853,5190615,2875052,0.5538942880564249,0.9623500528283865,Hannover Re,Cyber,0.743,6596880,EUR,6620499.7700000005,5657770.350000001,3133806.68,AA+
P-00262,2024-03-01,Middle East & Africa,Accident & Health,6366013,5836588,941335,0.16128172829742307,0.45994903763343287,Hollard Re,Health,0.825,8661393,EUR,6938954.170000001,6361880.920000001,1026055.15,AA+
P-00263,2024-01-01,Nordics,Liability,225114,158543,32134,0.20268318374195013,0.5038932716131374,Old Mutual Re Africa,Liability,0.825,262188,EUR,245374.26,172811.87000000002,35026.060000000005,AA+
P-00264,2024-03-01,Australia & Pacific,Motor,5575420,3380866,3563761,1.0540970863678123,1.1776545040135311,Coastal Mutual,Liability,1.099,8350516,KES,40700.566,24680.3218,26015.4553,BBB
P-00265,2024-04-01,North America,Property,6910337,5880541,1173731,0.19959575147932818,0.5301565547990179,Munich Re,Nat Cat,0.376,7449893,EUR,7532267.330000001,6409789.69,1279366.79,AA+
P-00266,2024-03-01,Europe,Liability,2737179,2436026,1630067,0.6691500829629897,1.1173906706844936,Coastal Mutual,Nat Cat,1.153,3266297,EUR,2983525.1100000003,2655268.3400000003,1776773.03,AA+
P-00267,2024-02-01,North America,Engineering,4823233,2811279,2286913,0.8134777800424646,1.1604201870661124,Swiss Re,Cyber,0.895,5743512,KES,35209.6009,20522.3367,16694.4649,BBB
P-00268,2024-01-01,Caribbean,Accident & Health,370194,232045,74980,0.3231269796806654,0.6866375869522303,AgriProtect,Liability,1.145,352146,EUR,403511.46,252929.05000000002,81728.20000000001,AA+
P-00269,2024-01-01,Europe,Energy,1345253,830968,402739,0.48466246594333356,0.5470792566468698,Munich Re,Cyber,1.033,1844687,KES,9820.3469,6066.0664,2939.9947,BBB
P-00270,2024-01-01,Europe,Liability,7637856,5583813,3429421,0.6141718929340936,0.7155593855751647,Aspire Re,Weather,0.935,7366663,USD,7637856.0,5583813.0,3429421.0,AAA
P-00271,2024-02-01,Australia & Pacific,Property,7475539,6584090,1005465,0.15271130862427457,0.6305361385399743,Metro Insurers Ltd,Weather,0.354,8615770,USD,7475539.0,6584090.0,1005465.0,AAA
P-00272,2024-01-01,Australia & Pacific,Agriculture,2454227,1745607,1245099,0.7132756685783226,1.1341713053078881,Kenya Reinsurance Corporation,Health,0.988,3033072,USD,2454227.0,1745607.0,1245099.0,AAA
P-00273,2024-02-01,Latin America,Accident & Health,1472367,1223182,452369,0.3698296737525569,0.8109392713842811,AgriProtect,Market,1.334,2167061,USD,1472367.0,1223182.0,452369.0,AAA
P-00274,2024-02-01,Australia & Pacific,Engineering,6986243,5747429,1386825,0.24129484679149582,0.30897655664078494,Hollard Re,Operational,0.813,8081568,KES,50999.5739,41956.231700000004,10123.8225,BBB
P-00275,2024-01-01,Middle East & Africa,Motor,3576038,2017782,321380,0.1592738957925088,0.5553635882441886,Hollard Re,Market,0.558,3610571,EUR,3897881.4200000004,2199382.3800000004,350304.2,AA+
P-00276,2024-02-01,North America,Engineering,3137694,1795876,1180536,0.6573594167971508,0.826441095035218,Hollard Re,Operational,0.716,3191874,KES,22905.1662,13109.8948,8617.9128,BBB
P-00277,2024-02-01,North America,Agriculture,7178545,6297271,4534291,0.7200406334744051,1.0820759624036902,Hollard Re,Nat Cat,1.029,7192781,KES,52403.3785,45970.0783,33100.3243,BBB
P-00278,2024-02-01,Africa,Engineering,6191251,5476126,1465401,0.26759811589433846,0.677393025644494,Metro Insurers Ltd,Political,1.134,8927359,KES,45196.1323,39975.7198,10697.4273,BBB
P-00279,2024-03-01,Nordics,Agriculture,4039283,3408510,678370,0.19902244675826095,0.42676449837091757,Africa Re,Operational,0.993,4893791,USD,4039283.0,3408510.0,678370.0,AAA
P-00280,2024-03-01,Asia Pacific,Marine,5024984,2945603,1940632,0.6588233377002943,0.8360905815151181,Hannover Re,Weather,1.222,6032048,KES,36682.383200000004,21502.9019,14166.6136,BBB
P-00281,2024-02-01,Africa,Property,5343378,4227377,2552770,0.6038661799030463,0.9312886899147104,Old Mutual Re Africa,Liability,0.978,4917136,USD,5343378.0,4227377.0,2552770.0,AAA
P-00282,2024-04-01,North America,Agriculture,856845,717659,531712,0.7408978358802718,0.9000533085478675,Metro Insurers Ltd,Political,0.641,999104,USD,856845.0,717659.0,531712.0,AAA
